Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address
"Akarsak Thau Ko Ghar Bikri Ma!! : House For Sale In Imadol, Lalitpur","['imadol 2', ' Lalitpur', ' Imadol', ' Lalitpur']","NPR. 1,60,00,000 onwards",16,4,4.0,1,East,2063.0,1.5K,4 Aana,10 Feet / Concrete,4 Sq. Feet,3 years ago,[], Lalitpur, Imadol
"SOLD OUT : Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu","['House', ' Mandikatar', ' Kathmandu']","NPR. 2,78,00,000 Onwards",6,3,3.0,2,East,2019.0,4.6K,5 Aana,13 Feet / Gravelled,4 Aana,3 years ago,['Air Condition'], Kathmandu, Mandikatar
"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","['NA', ' Budhanilkantha', ' Kathmandu']","NPR. 6,50,00,000",5,5,3.0,3,South East,2075.0,1.5K,15 Aana,13 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Balcony', 'Garden']", Kathmandu, Budhanilkantha
"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu","['NA', ' Golfutar', ' Kathmandu']","NPR. 5,60,00,000",6,6,3.0,3,East,2074.0,2.4K,10 Aana,20 Feet / Soil Stabilized,3600 Sq. Feet,3 years ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Air Condition']", Kathmandu, Golfutar
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","['NA', ' Budhanilkantha', ' Kathmandu']","NPR. 4,45,00,000",6,5,3.0,3,South East,2076.0,1.9K,8.1 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']", Kathmandu, Budhanilkantha
"HATTIGAUDA BUNGALOW : House For Sale In Hattigauda, Kathmandu","['NA', ' Hattigauda', ' Kathmandu']","NPR. 8,50,00,000",5,5,,3,East,,992,17 Aana,13 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'TV Cable', 'Microwave', 'Air Condition']", Kathmandu, Hattigauda
"SOLD OUT : House For Sale In Balaju, Kathmandu","['Machha Pokhari', ' Balaju', ' Kathmandu']","NPR. 3,80,00,000 Total price",0,0,,0,East,,1.4K,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Balaju
"SOLD OUT : House For Sale In Banasthali, Kathmandu","['Dhunge Dhara', ' Radha Krisna Mandir', ' Banasthali', ' Kathmandu']","NPR. 1,90,00,000 Total price",8,0,3.0,0,South,,4K,0-3-0-2 Aana,10 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Banasthali
"SOLD OUT : House For Sale In Kadaghari, Kathmandu","['Kadaghari', ' Kadaghari', ' Kathmandu']","NPR. 75,00,000 Total price",3,1,1.0,0,North,,2K,0-2-2-0 Aana,4 Feet / Soil Stabilized,N/A Aana,3 years ago,[], Kathmandu, Kadaghari
"SOLD OUT : House For Sale In Mid Baneshwor, Kathmandu","['Katyayani Temple', ' Mid Baneshwor', ' Kathmandu']","NPR. 5,00,00,000 Total price",7,4,2.0,1,South East,2076.0,2.2K,0-7-0-0 Aana,10 Feet / Concrete,1000 Aana,3 years ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']", Kathmandu, Mid Baneshwor
"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu","['Balaju', ' Balaju', ' Kathmandu']","NPR. 2,50,00,000 Onwards",7,5,4.0,1,North,,2K,3 Aana,13 Feet,3 Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']", Kathmandu, Balaju
"SOLD OUT : House For Sale In Syuchatar, Kathmandu","['Syuchatar', ' Syuchatar', ' Kathmandu']","NPR. 1,65,00,000 Total price",0,0,2.0,0,South East,2076.0,1.6K,0-3-0-1 Aana,14 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']", Kathmandu, Syuchatar
"SOLD OUT : House For Sale In Kausaltar, Bhaktapur","['Kausaltar', ' Kausaltar', ' Bhaktapur']","NPR. 3,00,00,000",5,4,3.0,0,East,,2.3K,0-7-2-0 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,[], Bhaktapur, Kausaltar
"SOLD OUT : House For Sale In Basbari, Kathmandu","['Neuro Hospital', ' Basbari', ' Kathmandu']","NPR. 2,80,00,000 Total price",2,4,3.0,3,South,,1.2K,5 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Basbari
"SOLD OUT : House For Sale In Mid Baneshwor, Kathmandu","['MId Baneshwor', ' Mid Baneshwor', ' Kathmandu']","NPR. 3,50,00,000 Total price",0,0,,0,North,,853,0-3-5-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Mid Baneshwor
"SOLD OUT : House For Sale In Thapagaun, Kathmandu","['Thapagaun', ' Thapagaun', ' Kathmandu']","NPR. 4,90,00,000 Total price",0,0,,0,South,,1.6K,0-4-2-0 Aana,12 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Thapagaun
"SUNDARBASTI HOME : House For Sale In Bhangal, Kathmandu","['Sundarbasti', ' Bhangal', ' Kathmandu']","NPR. 2,15,00,000",5,5,3.0,1,East,2076.0,1.4K,3.5 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Bhangal
"SOLD OUT : House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']","NPR. 1,65,00,000 Total price",8,0,,0,North,,1.2K,0-3-0-1 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Gothatar
"SOLD OUT : House For Sale In Bhangal, Kathmandu","['Sundara Basti', ' Bhangal', ' Kathmandu']","NPR. 2,20,00,000 Total price",11,0,,0,West,,1.5K,0-3-5-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Bhangal
"SOLD OUT : House For Sale In Changunarayan, Bhaktapur","['Thathali', ' Changunarayan', ' Bhaktapur']","NPR. 1,05,00,000 Total price",0,0,,0,South,,1.3K,4 Aana,10 Feet / Blacktopped,N/A Aana,3 years ago,[], Bhaktapur, Changunarayan
"House For Sale In Banasthali, Kathmandu","['Prakritik Chowk', ' Banasthali', ' Kathmandu']","NPR. 3,95,00,000",5,6,3.0,5,North,2074.0,13.5K,0-5-3-0 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Air Condition', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Banasthali
"Bungalow For Sale At Sitapaila, Sita Homes : House For Sale In Sitapaila, Kathmandu","['25 Gha', ' Sitapaila', ' Kathmandu']","NPR. 2,20,00,000",3,4,3.0,1,East,2018.0,3.5K,3 Aana,14 Feet,1800 Aana,3 years ago,"['TV Cable', 'Drainage', 'Solar Water', 'Water Supply', 'Water Well']", Kathmandu, Sitapaila
"SOLD OUT : House For Sale In Sukedhara, Kathmandu","['Yatayat Office sukedhara', ' Sukedhara', ' Kathmandu']","NPR. 4,70,00,000 Total price",18,6,,6,South,,3.8K,6 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']", Kathmandu, Sukedhara
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu","['Bhrikutichowk', ' Kathmandu Nepal', ' Boudha', ' Kathmandu']","NPR. 2,25,00,000",0,4,,4,North,2009.0,2.3K,0-3-0-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"['TV Cable', 'Water Supply', 'Water Well', 'Internet']", Kathmandu, Boudha
"Residential : House For Sale In Kapan, Kathmandu","['Payutar', ' Kapan', ' Kathmandu']","NPR. 2,20,00,000 Onwards",6,5,3.0,1,East,2016.0,1.2K,5 Aana,14 Feet / Gravelled,4 Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Internet', 'Water Well', 'Water Tank', 'Electricity Backup', 'Drainage', 'Garage']", Kathmandu, Kapan
"House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']","NPR. 1,70,00,000",3,2,2.0,3,West,2019.0,865,0-4-0-0 Aana,13 Feet / Gravelled,127.18 Sq. Feet,3 years ago,['Water Supply'], Lalitpur, Tikathali
"Budanilkantha Golfutar Home : House For Sale In Budhanilkantha, Kathmandu","['Golfutar', ' Budhanilkantha', ' Kathmandu']","NPR. 3,00,00,000",10,8,4.0,2,South,2068.0,1.7K,4 Aana,30 Feet / Blacktopped,N/A Aana,3 years ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']", Kathmandu, Budhanilkantha
"SOLD OUT: New Modern And Beautiful House : House For Sale In Thaiba, Lalitpur","['Wasa hiti', ' Thaiba', ' Lalitpur']","NPR. 1,90,00,000",4,4,3.0,2,East,2075.0,1.4K,0-4-0-1 Aana,13 Feet / Gravelled,2500 Aana,3 years ago,"['Lawn', 'Garage', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet']", Lalitpur, Thaiba
"SOLD OUT : House For Sale In Kavresthali, Kathmandu","['Vadigoth', ' Kavresthali', ' Kathmandu']","NPR. 70,00,000 Total price",0,0,,0,West,,1.4K,3 Aana,10 Feet / Soil Stabilized,N/A Aana,3 years ago,[], Kathmandu, Kavresthali
"House Near Kist Hospital Imadole : House For Sale In Imadol, Lalitpur","['timalshina chowk', ' Imadol', ' Lalitpur']","NPR. 1,80,00,000",0,4,4.0,0,South,2016.0,1.5K,11 Dhur,0 Feet,11 Dhur,3 years ago,"['Drainage', 'Water Well', 'Water Tank', 'Solar Water', 'TV Cable', 'Balcony', 'Modular Kitchen']", Lalitpur, Imadol
"One Floor Home : House For Sale In Tarakeshwar, Kathmandu","['Kavresthali', ' Tarakeshwar', ' Kathmandu']","NPR. 1,20,00,000",1,1,1.0,1,North West,2076.0,1.9K,0-2-2-3 Aana,10 Feet / Gravelled,0-2-2-3 Aana,3 years ago,"['Garage', 'Fencing', 'Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking']", Kathmandu, Tarakeshwar
"SOLD OUT : House For Sale In Jorpati, Kathmandu","['Shiva Chowk', ' Dashindhoka Jorpati', ' Jorpati', ' Kathmandu']","NPR. 2,00,00,000 Total price",0,0,,0,South,,1.4K,4 Aana,15 Feet,N/A Aana,3 years ago,[], Kathmandu, Jorpati
"SOLD OUT : House For Sale In Tikathali, Lalitpur","['Tikathali-1', ' Tikathali', ' Lalitpur']","NPR. 1,70,00,000 Total price",8,3,,0,South,,1.8K,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[], Lalitpur, Tikathali
"SOLD OUT : House For Sale In Tarkeshwor, Kathmandu","['lolang hariyali basti', ' Tarkeshwor', ' Kathmandu']","NPR. 1,70,00,000 Total price",0,0,,0,East,,699,0-3-0-0 Aana,10 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Tarkeshwor
"SOLD OUT : House For Sale In Tarkeshwor, Kathmandu","['Lolang', ' Tarkeshwor', ' Kathmandu']","NPR. 85,00,000 Total price",4,0,,0,South,,900,2.5 Aana,10 Feet,N/A Aana,3 years ago,[], Kathmandu, Tarkeshwor
"SOLD OUT : House For Sale In Harisiddhi, Lalitpur","['Harisiddhi', ' Harisiddhi', ' Lalitpur']","NPR. 1,55,00,000 Total price",8,0,3.0,0,North,,1.1K,3 Aana,20 Feet / Gravelled,N/A Aana,3 years ago,[], Lalitpur, Harisiddhi
"SAMAKHUSI HOME : House For Sale In Samakhusi, Kathmandu","['Samakhusi', ' Samakhusi', ' Kathmandu']","NPR. 4,40,00,000",5,6,3.0,1,East,2076.0,1.2K,4 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Water Tank', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'TV Cable']", Kathmandu, Samakhusi
"BUDHANILKANTHA 20 ANA VILLA : House For Sale In Budhanilkantha, Kathmandu","['Near by Deubaniwas', ' Budhanilkantha', ' Kathmandu']","NPR. 10,00,00,000",6,6,3.0,10,North West,2071.0,2.2K,20 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Fencing', 'Garden', 'Air Condition', 'Garage', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']", Kathmandu, Budhanilkantha
"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu","['Near by Deubaniwas', ' Budhanilkantha', ' Kathmandu']","NPR. 9,60,00,000",5,7,3.0,0,South East,2074.0,1.4K,18 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'Air Condition', 'Garage', 'Deck', 'Fencing', 'Lawn', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'Water Well', 'Water Tank']", Kathmandu, Budhanilkantha
"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu","['Swayambhu', ' Swayambhu', ' Kathmandu']","NPR. 4,10,00,000",17,10,,2,East,,1.4K,8.1 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Wifi', 'Washing Machine', 'Water Tank', 'Drainage', 'Water Supply', 'Solar Water']", Kathmandu, Swayambhu
"BHANGAL HEIGHT NEW HOME : House For Sale In Bhangal, Kathmandu","['Bhangal', ' Bhangal', ' Kathmandu']","NPR. 2,85,00,000",6,6,3.0,2,East,2076.0,1.4K,4.5 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi']", Kathmandu, Bhangal
"Sold Out: House Individual : House For Sale In Samakhusi, Kathmandu","['Near Ranibari', ' Samakhusi', ' Kathmandu']","NPR. 3,00,00,000",11,0,4.0,2,North,2001.0,750,5 ana Aana,13 Feet / Blacktopped,4ana Aana,3 years ago,"['Lawn', 'Garage', 'Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']", Kathmandu, Samakhusi
"Modern Bungalow : House For Sale In Maharajgunj, Kathmandu","['Maharajgunj', ' Maharajgunj', ' Kathmandu']","NPR. 6,50,00,000 Onwards",5,6,3.0,3,East,2076.0,4.7K,6.5 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'CCTV']", Kathmandu, Maharajgunj
"SOLD OUT : PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","['Basnsbari Road', ' Basbari', ' Kathmandu']","NPR. 11,50,00,000",4,4,3.0,4,North East,2009.0,1.7K,18 Aana,13 Feet / Paved,12 Aana,3 years ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Deck', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Security Staff']", Kathmandu, Basbari
"SOLD OUT : House For Sale In Dhapasi, Kathmandu","['Bhagawati Temple', ' Dhapasi', ' Kathmandu']","NPR. 3,50,00,000 Total price",6,4,3.0,8,West,,921,0-6-2-0 Aana,32 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Well', 'Intercom', 'Internet', 'Parking']", Kathmandu, Dhapasi
"SOLD OUT : House For Sale In Duwakot, Bhaktapur","['Duwakot', ' Duwakot', ' Bhaktapur']","NPR. 75,00,000 Total price",0,0,,0,South,,2.1K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Bhaktapur, Duwakot
"SOLD OUT : House For Sale In Naikap, Kathmandu","['Purano Naikap', ' Naikap', ' Kathmandu']","NPR. 95,00,000 Total price",0,0,,0,East,,1.9K,0-2-3-0 Aana,10 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Naikap
"House For Sale In Bhangal, Kathmandu","['Bhangal', ' Bhangal', ' Kathmandu']","NPR. 2,00,00,000 Total price",0,0,,0,South East,,846,0-3-1-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Bhangal
"House At Shankhamul For Sale : House For Sale In Patan, Lalitpur","['Shankhamul', ' Patan', ' Lalitpur']","NPR. 1,76,00,000 Onwards",2,2,,1,North,,2.2K,0-2-3-1 Aana,13 Feet,962 Aana,3 years ago,"['Garage', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']", Lalitpur, Patan
"SOLD OUT : House For Sale In Kapan, Kathmandu","['Ram Mandir', ' Kapan', ' Kathmandu']","NPR. 1,85,00,000 Total price",0,0,,0,North,,869,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Kapan
"House For Sale : House For Sale In Thankot, Kathmandu","['Manakamana colony', ' Thankot', ' Kathmandu']","NPR. 3,30,00,000",5,4,4.0,1,East,2068.0,1.5K,5 Aana,12 Feet / Blacktopped,5 Aana,3 years ago,"['Balcony', 'Water Supply', 'Water Tank', 'Store Room']", Kathmandu, Thankot
"SOLD OUT : House For Sale In Samakhusi, Kathmandu","['Samakhusi Kharibot', ' Samakhusi', ' Kathmandu']","NPR. 2,25,00,000 Total price",9,4,3.0,3,South,,9.7K,3 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Parking']", Kathmandu, Samakhusi
"SOLD OUT : House For Sale In Samakhusi, Kathmandu","['Samakhusi kharibot', ' Samakhusi', ' Kathmandu']","NPR. 2,75,00,000 Total price",6,3,3.0,3,West,,10.8K,4 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Samakhusi
"House Sell On Imadol : House For Sale In Imadol, Lalitpur","['Cozy home', ' Imadol', ' Lalitpur']","NPR. 2,49,00,000 Onwards",6,3,3.0,1,South East,,1.1K,4 Aana,13 Feet,3 Aana,3 years ago,"['Garage', 'Balcony', 'Wifi', 'Solar Water', 'Water Tank', 'Water Well']", Lalitpur, Imadol
"House For Sale In Naikap, Kathmandu","['Naikap', ' Naikap', ' Kathmandu']","NPR. 1,85,00,000",8,0,,0,West,,8.7K,0-3-2-0 Aana,12 Feet,N/A Aana,3 years ago,[], Kathmandu, Naikap
"House For Sale In Kirtipur, Kathmandu","['Tyanglaphat', ' Kirtipur', ' Kathmandu']","NPR. 3,30,00,000",12,0,,0,North,,4.9K,0-5-5-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Kirtipur
"House For Sale In Balambu, Kathmandu","['Balambu Hariyali', ' Balambu', ' Kathmandu']","NPR. 1,55,00,000",7,0,,0,South,,3.6K,3 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Balambu
"SOLD OUT : House For Sale In Madhyapur Thimi, Bhaktapur","['Nikoshera', ' Madhyapur Thimi', ' Bhaktapur']","NPR. 85,00,000 Total price",0,0,,0,East,,1.3K,0-2-2-2 Aana,8 Meter / Soil Stabilized,N/A Aana,3 years ago,[], Bhaktapur, Madhyapur Thimi
"SOLD OUT : House For Sale In Dhumbarahi, Kathmandu","['Dhumbarahi Temple', ' Dhumbarahi', ' Kathmandu']","NPR. 1,90,00,000 Total price",0,0,,0,East,,1.3K,0-2-3-0 Aana,10 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Dhumbarahi
"SOLD OUT : House For Sale In Basundhara, Kathmandu","['Basundhara - Wedding Hall', ' Basundhara', ' Kathmandu']","NPR. 2,98,00,000 Total price",0,0,,0,West,,1.8K,0-5-2-0 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Basundhara
"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","['Bhangal', ' Budhanilkantha', ' Kathmandu']","NPR. 2,62,00,000 Total price",13,0,,0,West,,679,0-5-5-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Budhanilkantha
"SOLD OUT : House For Sale In Tathali, Kathmandu","['Tathali', ' Tathali', ' Kathmandu']","NPR. 46,00,000 Per Aana",0,0,1.0,0,North,,1.3K,3 Aana,13 Feet / Soil Stabilized,N/A Aana,3 years ago,[], Kathmandu, Tathali
"House For Sale : House For Sale In Nakkhu, Lalitpur","['Naakhu', ' Nakkhu', ' Lalitpur']","NPR. 2,65,00,000",4,4,3.0,1,South West,2075.0,824,0-4-0-0 Sq. Feet,16 Feet / Gravelled,752 Sq. Feet,3 years ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']", Lalitpur, Nakkhu
"House For Sale In Basundhara, Kathmandu","['Basundhara', ' Basundhara', ' Kathmandu']","NPR. 4,20,00,000",11,0,,0,West,,816,7 Aana,15 Feet / Blacktopped,N/A Sq. Feet,3 years ago,[], Kathmandu, Basundhara
"SOLD OUT : House For Sale In Kapan, Kathmandu","['Bhangal', ' Kapan', ' Kathmandu']","NPR. 2,15,00,000 Total price",0,0,,0,North East,,516,0-3-1-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 years ago,[], Kathmandu, Kapan
"SOLD OUT : House In Sell In Jyotinagar : House For Sale In Budhanilkantha, Kathmandu","['Jyoti Nagar', ' Budhanilkantha', ' Kathmandu']","NPR. 2,55,00,000 Onwards",6,4,3.0,2,East,,791,4.5 Aana,13 Feet / Blacktopped,4 Aana,3 years ago,['Garden'], Kathmandu, Budhanilkantha
"KAPURDHARA NEW HOME : House For Sale In Kapurdhara, Kathmandu","['Kapurdhara', ' Kapurdhara', ' Kathmandu']","NPR. 3,20,00,000",5,5,,2,East,,2.6K,4 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'TV Cable', 'Drainage', 'Balcony']", Kathmandu, Kapurdhara
"House For Sale In Pepsicola, Kathmandu","['House no 22 Khare Chowk', ' Pepsicola', ' Kathmandu']","NPR. 3,20,00,000",6,3,3.0,2,South,2074.0,1.3K,0-4-1-0 Sq. Feet,30 Feet / Soil Stabilized,0-4-1-0 Sq. Feet,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Internet', 'Parking']", Kathmandu, Pepsicola
"SOLD OUT : House For Sale In Dadikot, Bhaktapur","['Dadhikot', ' Dadikot', ' Bhaktapur']","NPR. 1,15,00,000 Total price",0,0,,0,North,,1.5K,0-3-0-3 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,[], Bhaktapur, Dadikot
"SOLD OUT : House For Sale In Gothatar, Kathmandu","['Mantar Chowk', ' Gothatar', ' Kathmandu']","NPR. 1,40,00,000 Total price",8,0,3.0,0,West,,2.2K,0-2-2-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Gothatar
"SOLD OUT : House For Sale In Hattiban, Lalitpur","['Little Angels School', ' Hattiban', ' Lalitpur']","NPR. 4,95,00,000 Total price",0,0,,0,East,,13.5K,9 Aana,16 Feet / Blacktopped,N/A Aana,3 years ago,[], Lalitpur, Hattiban
"SOLD OUT : House For Sale In Goldhunga, Kathmandu","['Goldhunga', ' Goldhunga', ' Kathmandu']","NPR. 2,50,00,000 Total price",0,0,,0,North,,766,10 Sq. Feet,15 Feet,N/A Sq. Feet,3 years ago,[], Kathmandu, Goldhunga
"House For Sale In Imadol, Lalitpur","['Imadol', ' way to tikathali', ' Imadol', ' Lalitpur']","NPR. 3,00,00,000 Onwards",9,5,4.0,3,North West,2076.0,1.8K,0-3-2-0 Aana,33 Feet / Blacktopped,0-3-0-0 Aana,3 years ago,"['Garage', 'Balcony', 'Store Room', 'Parking', 'Water Well', 'Water Tank']", Lalitpur, Imadol
"Sukedhara, Jyotinagar House For Sell : House For Sale In Budhanilkantha, Kathmandu","['Sukedhara', ' Jyoti Nagar', ' Budhanilkantha', ' Kathmandu']","NPR. 2,25,00,000 Onwards",0,3,3.0,2,East,,717,3.5 Aana,13 Feet / Paved,3 Aana,3 years ago,['Balcony'], Kathmandu, Budhanilkantha
"SOLD OUT : House For Sale In Kadaghari, Kathmandu","['Hattidada Gothatar 9', ' Kadaghari', ' Kathmandu']","NPR. 2,20,00,000 Total price",11,0,2.0,0,West,,1.2K,5 Aana,15 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Kadaghari
"SOLD OUT : House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']","NPR. 3,60,00,000 Total price",0,0,,0,South,,790,0-6-3-0 Aana,20 Feet / Gravelled,N/A Aana,3 years ago,[], Kathmandu, Gothatar
"Sold Out: House For Sale : House For Sale In Tahachal, Kathmandu","['Tahachal', ' Tahachal', ' Kathmandu']","NPR. 2,70,00,000",3,4,,1,North,2018.0,1.8K,3.5 Aana,0 Feet,3 Aana,3 years ago,[], Kathmandu, Tahachal
"SOLD OUT : House For Sale In Sitapaila, Kathmandu","['Padma colony', ' Sitapaila', ' Kathmandu']","NPR. 2,05,00,000 Total price",0,0,,0,West,,972,5 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,[], Kathmandu, Sitapaila
